,MLS,sold_price,zipcode,longitude,latitude,lot_acres,taxes,year_built,bedrooms,bathrooms,sqrt_ft,garage,kitchen_features,fireplaces,floor_covering,HOA
135,21425219,1550000.0,85658,-111.095519,32.471308,0.47,13138.0,2008,4,5,4648.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",550
136,21325799,1550000.0,85658,-111.086475,32.467426,0.71,14036.42,2009,4,5,4207.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",129
137,21419211,1350000.0,85750,-110.839258,32.325702,1.1,14634.0,1998,5,6,6756.0,4,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Oven",2,"Carpet, Natural Stone, Wood",117
138,21500569,1600000.0,85718,-110.912566,32.291761,1.44,6122.64,2014,4,6,4934.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",194
139,21219636,1650000.0,85718,-110.943145,32.350142,0.99,19416.38,2009,5,6,5870.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Ceramic Tile, Other",171
142,21809568,1550000.0,85718,-110.915078,32.342356,1.81,21135.51,2004,4,5,5644.0,4,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Other, Countertops: Granite, Microwave: Microwave, Oven: Wolf",5,"Carpet, Natural Stone, Wood",273
143,21423202,1400000.0,85718,-110.943676,32.34812,1.15,20300.0,2004,4,6,6962.0,4,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",162
144,21622810,1475000.0,85658,-111.085879,32.468366,2.1,17730.25,2009,4,5,4406.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",130
145,21908703,1630000.0,85718,-110.94421,32.349232,1.35,14424.0,2008,4,5,5204.0,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Reverse Osmosis, Warming Drawer, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Oven: Wolf",5,Natural Stone,169
146,21221501,1769386.0,85658,-111.102623,32.468456,0.4,845.18,2012,3,4,3276.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Oven",2,"Carpet, Natural Stone",550
147,21221631,1450000.0,85658,-111.093659,32.472548,0.55,1286.59,2012,3,4,3276.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",550
148,21629871,1657019.0,85658,-111.093129,32.47211,0.63,1930.59,2017,3,3,2900.0,3,"Dishwasher, Freezer, Garbage Disposal",2,Natural Stone,550
149,21400296,1485000.0,85718,-110.881172,32.333711,1.07,14819.95,1989,5,9,7308.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",6,"Carpet, Ceramic Tile, Natural Stone, Wood",131
150,21413519,1525000.0,85718,-110.957357,32.354401,6.12,16127.76,1998,7,7,7294.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Concrete, Natural Stone, Wood",5
151,21615059,1200000.0,85750,-110.842117,32.275107,8.8,12946.09,1954,7,11,10417.0,0,"Dishwasher, Garbage Disposal, Microwave, Oven",5,"Carpet, Mexican Tile, Wood",0
152,21213023,1500000.0,85658,-111.086385,32.467815,0.62,14556.34,2007,4,5,3908.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",134
153,21315349,1600000.0,85755,-111.002814,32.47197,1.28,21011.08,2008,4,6,7876.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Natural Stone,153
154,21326003,1550000.0,85718,-110.917949,32.295303,2.88,14081.0,1995,5,7,6166.0,5,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",7,"Carpet, Mexican Tile, Wood",134
156,21725756,1435000.0,85750,-110.844659,32.32777,0.8,19537.0,1999,4,5,5049.0,3,"Dishwasher, Garbage Disposal, Refrigerator",3,"Carpet, Natural Stone",142
158,21806396,1585000.0,85750,-110.844983,32.298414,1.53,16832.76,2004,5,5,6430.0,5,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Quartzite",4,"Carpet, Natural Stone, Wood",33
159,21911769,1525000.0,85658,-111.053614,32.479607,1.4,17213.59,2007,5,5,4551.0,3,"Desk, Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Other, Countertops: Quartz",3,"Carpet, Natural Stone",148
160,21528371,1550000.0,85750,-110.864255,32.330365,1.42,9710.52,1996,3,4,4316.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone",211
161,21206099,1525000.0,85658,-111.043019,32.444937,3.3,18553.91,2008,3,4,5180.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",0
162,21207587,1210520.0,85658,-111.101588,32.468488,0.33,1412.75,0,4,5,3334.0,2,"Dishwasher, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",550
164,21300493,1625000.0,85750,-110.864255,32.330368,1.42,8349.0,1996,3,4,4316.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave",1,"Carpet, Natural Stone",203
165,21629102,1780313.0,85658,-111.09678,32.469994,0.45,2322.21,2017,3,4,3300.0,3,"Compactor, Dishwasher, Refrigerator",1,"Carpet, Natural Stone, Wood",550
166,21221516,1697215.0,85658,-111.102513,32.469164,0.29,845.18,2012,2,3,3009.0,2,"Garbage Disposal, Refrigerator, Oven",1,"Natural Stone, Wood",550
167,21527076,1450000.0,85755,-110.993147,32.465432,1.05,4706.41,2014,3,4,4360.0,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone, Wood",167
168,21618147,1600000.0,85718,-110.925227,32.28362,2.14,4918.41,2016,5,6,5610.0,4,"Dishwasher, Garbage Disposal, Microwave, Oven",2,"Carpet, Natural Stone",190
169,21201010,1525000.0,85718,-110.877432,32.330542,1.0,4298.0,2011,5,5,5550.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Oven",4,"Carpet, Natural Stone",145
170,21804867,1900000.0,85718,-110.928038,32.339499,4.21,15042.5,1981,4,3,5138.0,5,"Compactor, Dishwasher, Double Sink, Garbage Disposal, Island, Lazy Susan, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Graniet",4,"Carpet, Ceramic Tile",83.33
171,21506725,1450000.0,85718,-110.949729,32.346519,1.53,16658.0,2010,4,5,5578.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",169
172,21623881,1500000.0,85755,-110.997108,32.46781,1.0,15822.49,2009,3,4,4554.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",194
173,21703314,1400000.0,85718,-110.915818,32.332931,1.31,8360.0,1983,6,4,4438.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Ceramic Tile, Wood",63
175,21205975,1570000.0,85718,-110.921711,32.290895,1.95,16063.45,2006,4,5,5074.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood",193
176,21216789,1495000.0,85716,-110.922995,32.224182,0.0,5747.29,1968,6,6,4620.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,Mexican Tile,0
177,21227579,1600000.0,85718,-110.919982,32.284922,3.5,23378.3,2005,5,6,6237.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Natural Stone",194
178,21704013,1500000.0,85718,-110.941131,32.348115,0.95,16117.98,2002,3,5,5515.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,Ceramic Tile,157
179,21801020,1405000.0,85750,-110.845797,32.329686,1.23,21239.25,2002,3,4,4247.0,3,"Desk, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: granite",1,"Carpet, Concrete",177.34
180,21727569,1500000.0,85658,-111.047851,32.480482,2.6,13634.04,2009,3,4,3678.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite",3,Other: Quartzite,148
181,21730863,1550000.0,85718,-110.946908,32.348191,1.12,15969.0,2005,4,5,4630.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Warming Drawer, Water Purifier, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: YES",3,"Carpet, Natural Stone",169
182,21827610,1575000.0,85658,-111.095814,32.4711,0.46,21310.94,2008,5,6,5410.0,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In, Oven: Double",6,"Natural Stone, Wood",550
183,21908481,1549000.0,85658,-111.094924,32.471745,0.48,1989.9,2019,3,4,3276.0,3,"Dishwasher, Garbage Disposal, Island, Refrigerator",1,"Carpet, Natural Stone, Wood",550
185,21921483,1565000.0,85715,-110.862571,32.262206,0.66,11905.22,2011,6,6,5367.0,4,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Countertops: granite, Microwave: yes, Oven: yes",2,"Carpet, Natural Stone",57
186,21509033,1593000.0,85658,-111.096117,32.470886,0.44,1609.59,2016,3,4,3276.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Natural Stone, Wood",550
187,21613401,1500000.0,85718,-110.94247,32.295386,6.64,19337.24,1936,5,6,7282.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Concrete, Natural Stone",0
188,21208614,1475000.0,85749,-110.723003,32.270111,60.52,25550.03,1977,5,5,5899.0,5,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,Concrete,0
189,21130273,1400000.0,85718,-110.930795,32.340837,0.89,14581.28,2005,5,6,5158.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Carpet, Natural Stone",115
190,21628010,1550000.0,85715,-110.857251,32.25594,1.87,11204.62,1981,6,6,7542.0,6,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite",5,"Carpet, Natural Stone, Wood",48
191,21328054,1287500.0,85755,-110.99579,32.467311,4.12,6870.79,1984,4,4,4862.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",6,"Carpet, Concrete, Natural Stone, Wood",166
192,21729934,1500000.0,85755,-110.963547,32.47388,1.53,11380.56,2006,3,3,3752.0,2,"Compactor, Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Concrete, Microwave: Stainless",3,Concrete,184
193,21801629,1436000.0,85715,-110.852195,32.257053,0.67,10813.1,1953,5,5,6011.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Indoor Grill, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite/Slate, Oven: GE Monogram",4,"Carpet, Natural Stone, Wood",48
194,21825040,1512000.0,85718,-110.945895,32.347382,1.2,15504.0,2004,4,5,5701.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless",3,Natural Stone,164
195,21704435,1485000.0,85658,-111.06241,32.469037,1.54,23550.23,2003,3,5,6056.0,3,"Compactor, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Wet Bar, Appliance Color: Stainless",4,"Carpet, Natural Stone, Wood",148
196,21624122,1547664.0,85719,-110.934183,32.244512,0.2,0.0,2016,2,3,3346.0,3,"Dishwasher, Garbage Disposal, Refrigerator",1,"Carpet, Natural Stone",125
197,21429614,1560000.0,85718,-110.912096,32.292301,1.54,12230.81,1992,5,7,6151.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",216
198,21320793,1400000.0,85641,-110.75778,31.923188,77.2,11583.2,1922,4,6,5936.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",7,"Concrete, Mexican Tile, Wood",0
199,21201152,1500000.0,85718,-110.939422,32.348715,2.41,16130.0,2009,4,6,4572.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,Concrete,195
200,21720225,1300000.0,85718,-110.931254,32.298864,6.12,17117.92,1952,6,5,7336.0,2,"Compactor, Dishwasher, Freezer, Garbage Disposal, Pantry: Butler, Refrigerator, Appliance Color: White",3,"Carpet, Mexican Tile, Natural Stone",0
201,21808696,1453000.0,85750,-110.839622,32.329107,1.86,18968.92,2007,5,5,5137.0,3,"Compactor, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Granite",3,"Carpet, Natural Stone, Wood",106
202,21416654,1350000.0,85715,-110.85954,32.262887,1.17,8506.36,1968,4,5,4801.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Mexican Tile, Wood",48
203,21725636,1500000.0,85718,-110.945973,32.34908,1.03,12808.81,2011,4,5,4368.0,3,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: STONE, Microwave: STAINLESS, Oven: STAINELSS",2,"Natural Stone, Wood",168
204,21921894,1525000.0,85718,-110.923607,32.316525,1.08,12806.44,2002,5,5,5489.0,3,"Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless",3,"Carpet, Natural Stone, Wood",214
205,21224368,1490000.0,85718,-110.945216,32.343648,1.75,12685.0,2005,4,5,4782.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",238
206,21300182,1510000.0,85718,-110.942054,32.343897,1.16,10808.57,2001,4,4,4387.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",158
207,21723687,1541800.0,85755,-110.97364,32.463057,3.87,11.75,2018,4,5,4055.0,3,"Dishwasher, Electric Range, Freezer, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Countertops: Granite, Microwave: Kitchen Aid, Oven: Kitchen Aid",1,Other: Porcelyn,212.88
208,21509036,1550000.0,85658,-111.095236,32.471535,0.45,1609.59,2015,3,4,3362.0,2,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",1,"Natural Stone, Wood",550
209,21319473,1447510.0,85749,-110.76026,32.303051,4.5,10828.42,2006,4,6,6472.0,5,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Mexican Tile,105
210,21326359,1350000.0,85718,-110.955983,32.354498,6.5,17777.6,2006,6,5,6755.0,3,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile, Wood",4
211,21500702,1460000.0,85718,-110.911074,32.33693,0.96,9673.0,2005,4,4,5876.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood, Other",57
212,21723688,1501313.0,85755,-110.984149,32.462969,0.32,900.22,2017,3,4,2880.0,3,"Dishwasher, Electric Range, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Wet Bar",1,Ceramic Tile,195
213,21328204,1500000.0,85749,-110.719318,32.269934,3.58,6564.33,2003,4,4,4645.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",30
214,21411901,1425000.0,85742,-111.028678,32.367553,3.35,10882.0,2008,5,7,6196.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone, Wood",150
215,21502505,1325000.0,85749,-110.694079,32.243765,20.0,8892.0,1991,5,4,4914.0,5,"Dishwasher, Refrigerator, Microwave, Oven",3,Ceramic Tile,19
216,21533172,1500000.0,85749,-110.807227,32.253116,16.99,14074.0,1959,7,7,5674.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Natural Stone, Wood",0
217,21125313,1100000.0,85755,-110.992897,32.461571,1.39,19156.0,2001,4,4,5164.0,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",153
218,21204398,1262500.0,85718,-110.926187,32.295751,1.0,9066.64,2007,4,5,4556.0,3,"Dishwasher, Refrigerator, Oven",2,Concrete,0
219,21630252,1150000.0,85749,-110.718155,32.279066,11.49,10716.0,2007,4,5,4330.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Wood, Other",0
220,21800167,1400000.0,85718,-110.889886,32.328108,1.2,11063.08,2001,4,5,5077.0,3,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Island, Refrigerator, Warming Drawer",2,"Carpet, Ceramic Tile, Concrete, Wood",258
221,21724288,1575042.0,85658,-111.095457,32.467996,0.48,500.0,2017,3,3,3200.0,3,"Dishwasher, Freezer, Garbage Disposal, Gas Range, Island, Refrigerator, Wet Bar",2,Other: Tile,550
222,21825750,1258000.0,85749,-110.695649,32.257399,39.1,18049.75,1996,6,5,5280.0,6,"Dishwasher, Double Sink, Electric Range, Garbage Disposal, Refrigerator, Microwave: Microwave",6,"Carpet, Mexican Tile",0
223,21827487,1450000.0,85718,-110.879625,32.326003,1.15,4739.6,2018,4,5,3315.0,3,"Dishwasher, Garbage Disposal, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless",1,Other: Porcelain Tile,258
224,21901330,1475000.0,85750,-110.812082,32.270944,18.57,13395.54,1970,5,7,6939.0,3,"Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Refrigerator, Wet Bar, Countertops: corrian",6,"Carpet, Ceramic Tile, Concrete",0
225,21528700,1450000.0,85718,-110.923416,32.28454,2.0,13482.84,2008,4,6,5701.0,4,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Natural Stone, Wood",194
226,21513615,1260000.0,85749,-110.7544,32.240186,11.44,11458.0,2005,6,5,5718.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Ceramic Tile, Concrete, Natural Stone, Wood",0
227,21629809,1412500.0,85755,-110.993478,32.462181,0.91,13425.2,2006,3,6,4314.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Natural Stone",194
228,21312619,1390000.0,85718,-110.93843,32.340463,1.2,12916.54,2006,3,4,4737.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Carpet, Other",160
229,21726360,1450000.0,85750,-110.84004,32.319159,0.7,16519.0,1996,4,6,6850.0,3,"Dishwasher, Gas Range, Refrigerator, Countertops: Granite",3,"Carpet, Natural Stone, Wood",142
230,21831697,1500000.0,85750,-110.837233,32.316392,0.84,13503.21,2001,4,5,5239.0,3,"Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Microwave: .",3,"Natural Stone, Wood",142
231,21220964,1450000.0,85718,-110.957469,32.352107,5.9,14205.0,1999,4,4,5582.0,4,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Natural Stone, Wood",5
232,21400075,1400000.0,85658,-111.089967,32.466866,0.65,11139.0,2011,3,4,3625.0,3,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",5,"Natural Stone, Wood",118
233,21331739,1475000.0,85737,-110.977268,32.406646,3.31,14531.0,2007,5,5,6057.0,4,"Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone",138
234,21431206,1350000.0,85705,-110.962835,32.231948,0.28,7655.1,1911,6,5,5427.0,2,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Ceramic Tile, Wood",0
235,21505255,1300000.0,85658,-111.069452,32.459643,1.01,20477.3,2008,5,6,5391.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",149
236,21508379,1300000.0,85750,-110.810358,32.296773,2.07,10419.0,2007,4,4,5212.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,Natural Stone,0
237,21527265,1450000.0,85715,-110.855722,32.254475,2.18,11924.38,1979,7,6,8928.0,8,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",3,"Carpet, Mexican Tile, Natural Stone, Wood",141
238,21601060,1385000.0,85755,-110.99456,32.46879,0.98,16721.99,2005,4,5,4258.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",166
239,21533030,1447500.0,85755,-110.98931,32.467716,1.31,14100.66,2001,4,4,4048.0,2,"Dishwasher, Garbage Disposal, Microwave, Oven",1,"Carpet, Natural Stone",166
240,21529252,1200000.0,85750,-110.844774,32.326842,1.21,10610.26,2002,4,4,4426.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,Natural Stone,117
241,21611715,1350000.0,85718,-110.921821,32.313133,1.38,12708.13,2001,5,5,5394.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",4,"Carpet, Natural Stone, Wood",146
242,21630156,1400000.0,85750,-110.813046,32.285893,0.84,11291.41,2003,3,4,5187.0,2,"Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",0,"Carpet, Natural Stone, Wood","1,270"
243,21203890,1345500.0,85749,-110.713188,32.242314,9.2,10129.73,1986,5,5,5382.0,2,"Compactor, Dishwasher, Freezer, Garbage Disposal, Refrigerator, Oven",4,Mexican Tile,15
244,21131531,1400000.0,85718,-110.949772,32.346514,1.35,17691.0,2010,5,5,5578.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Natural Stone",195
245,21201471,1310000.0,85718,-110.919131,32.29979,1.25,10399.0,2005,4,4,5062.0,3,"Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven",2,"Carpet, Concrete",146
